,index,popularity_numeric,popular,prod_name,brand,price_dis,price_reg,price_range,discount,category,sub_category,show_3,shape,length,main_material,main_gem,gold_quality,diamonds_ct,width,diameter,pendant_gems_size,currcolor_black,currcolor_blue,currcolor_brown,currcolor_clear,currcolor_gold,currcolor_green,currcolor_grey,currcolor_multi,currcolor_orange,currcolor_pink,currcolor_purple,currcolor_red,currcolor_rose,currcolor_silver,currcolor_silver.,currcolor_white,currcolor_yellow,category_anklet,category_bracelets,category_cufflink,category_earrings,category_necklaces,category_pin,category_rings,sub_category_anklet,sub_category_band,sub_category_bangle & cuff,sub_category_beaded,sub_category_chain,sub_category_charm,sub_category_choker,sub_category_climber & cuff,sub_category_clip on,sub_category_cocktail & statement,sub_category_drop & chandelier,sub_category_hoop,sub_category_jacket,sub_category_lariat,sub_category_link,sub_category_pendant,sub_category_stackables & sets,sub_category_stud,sub_category_tennis,sub_category_unknown,sub_category_wrap,shape_baguette,shape_bib,shape_box,shape_button,shape_chandelier,shape_channel,shape_choker,shape_collar,shape_colored,shape_conch,shape_curve,shape_cushion,shape_drop,shape_emerald,shape_flag,shape_floral,shape_heart,shape_helix,shape_layer,shape_layered,shape_lobe,shape_marquise,shape_miracle,shape_moon,shape_nautical,shape_omega,shape_oval,shape_pave,shape_pear,shape_princess,shape_prong,shape_rectangular,shape_rope,shape_round,shape_set,shape_snake,shape_sports,shape_square,shape_star,shape_strand,shape_stretch,shape_sun,shape_teardrop,shape_thread,shape_trillion,shape_unknown,shape_wrap,main_material_beads,main_material_fabric,main_material_leather,main_material_metal,main_material_plastic,main_material_rose gold,main_material_silver,main_material_stainless steel,main_material_white gold,main_material_yellow gold,main_gem_agate,main_gem_amethyst,main_gem_crystal,main_gem_cubic zirconia,main_gem_diamond,main_gem_glass,main_gem_labradorite,main_gem_lapis,main_gem_moonstone,main_gem_mother-of-pearl,main_gem_onyx,main_gem_opal,main_gem_pearl,main_gem_pyrite,main_gem_turquoise,brand_ADORE,brand_ALOR,brand_AQUA,brand_Adina Reyter,brand_Alex Woo,brand_Alex and Ani,brand_Alexandra Koumba,brand_Alexis Bittar,brand_Area Stars,brand_Argento Vivo,brand_Atelier Swarovski,brand_BAUBLEBAR,brand_Bing Bang NYC,brand_Bloomingdale's,brand_Carolee,brand_Carolee Lux,brand_Chan Luu,brand_Crislu,brand_Dana Kellin,brand_Dana Rebecca Designs,brand_Dannijo,brand_Dodo,brand_Dogeared,brand_Ela Rae,brand_For Love & Lemons,brand_Freida Rothman,brand_Gorjana,brand_ICONERY,brand_Jane Basch,brand_Jennifer Zeuner,brand_Jet Set Candy,brand_Jules Smith,brand_KC Designs,brand_Kendra Scott,brand_Lauren Ralph Lauren,brand_Les Georgettes,brand_Links of London,brand_Lulu DK,brand_MATEO,brand_Majorica,brand_Marchesa,brand_Margaret Elizabeth,brand_Melissa Lovy,brand_Michael Kors,brand_Moon & Meadow,brand_Nadri,brand_Officina Bernardi,brand_Olivia Burton,brand_Oscar de la Renta,brand_PANDORA,brand_Phyllis and Rosie,brand_RJ Graziano,brand_Ralph Lauren,brand_Rebecca Minkoff,brand_Robert Lee Morris Soho,brand_Roberto Demeglio,brand_Rosefield,brand_Shinola,brand_Sorrelli,brand_Stephanie Kantis,brand_Swarovski,brand_TOUS,brand_Tory Burch,brand_Trina Turk,brand_Uno de 50,brand_Volu,brand_Weekend Max Mara,brand_ZoA Chicco,brand_kate spade new york,dis_rate
1151,1151,645,1,cubic zirconia stud earrings,Nadri,35.0,35.0,1,0,earrings,stud,1,['unknown'],0.25,metal,cubic zirconia,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1152,1152,648,1,cubic zirconia stud earrings,Lauren Ralph Lauren,24.0,24.0,1,0,earrings,stud,1,['box'],0.393700787,metal,cubic zirconia,0.0,0.0,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1153,1153,646,1,cubic zirconia stud earrings,Crislu,60.0,60.0,2,0,earrings,stud,1,['unknown'],0.25,silver,cubic zirconia,0.0,0.0,,0.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1154,1154,204,1,"cubic zirconia stud earrings, 10mm",Lauren Ralph Lauren,24.0,24.0,1,0,earrings,stud,1,['unknown'],0.393700787,metal,cubic zirconia,0.0,0.0,,0.393700787,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1155,1155,2477,0,"cubic zirconia stud earrings, 4mm",Lauren Ralph Lauren,22.0,22.0,1,0,earrings,stud,1,['box'],0.1574803148,silver,cubic zirconia,0.0,0.0,,0.1574803148,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1156,1156,749,1,"cubic zirconia stud earrings, 5mm",Lauren Ralph Lauren,25.0,25.0,1,0,earrings,stud,1,['box'],0.1968503935,silver,cubic zirconia,0.0,0.0,,0.1968503935,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1157,1157,600,1,"cubic zirconia stud earrings, 6mm",Lauren Ralph Lauren,32.0,32.0,1,0,earrings,stud,1,['unknown'],0.23622047219999998,silver,cubic zirconia,0.0,0.0,,0.23622047219999998,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1158,1158,4187,0,cubic zirconia update teardrop earrings,Nadri,50.0,50.0,1,0,earrings,drop & chandelier,1,['teardrop'],2.0,metal,cubic zirconia,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1159,1159,2838,0,cubitos bracelet,Uno de 50,125.0,125.0,3,0,bracelets,wrap,1,['unknown'],8.0,silver,crystal,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1160,1160,3514,0,"cultured akoya pearl stud earrings with diamonds in 14k white gold, 7-8mm - 100% exclusive",Bloomingdale's,170.0,340.0,5,1,earrings,stud,1,['unknown'],0.3149606296,white gold,pearl,0.0,0.0,,0.3149606296,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1161,1161,3336,0,cultured freshwater pearl & baguette drop earrings,Carolee,30.0,30.0,1,0,earrings,drop & chandelier,1,"['drop', 'baguette']",0.5,silver,pearl,0.0,0.0,,,0.23622047219999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1162,1162,3121,0,cultured freshwater pearl & filigree stud earrings,Carolee,35.0,35.0,1,0,earrings,stud,1,['unknown'],0.5,silver,pearl,0.0,0.0,,,0.393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1163,1163,640,1,cultured freshwater pearl & helix stud earrings,Carolee,35.0,35.0,1,0,earrings,stud,1,['helix'],0.5,silver,pearl,0.0,0.0,,,0.393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1164,1164,4249,0,"cultured freshwater pearl & opalescence pendant necklace, 16""",Dogeared,58.0,58.0,2,0,necklaces,pendant,1,['unknown'],16.0,yellow gold,pearl,14.0,0.0,,,0.1968503935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1165,1165,4149,0,cultured freshwater pearl bear charm bracelet,TOUS,145.0,145.0,3,0,bracelets,charm,1,['unknown'],0.7,silver,pearl,0.0,0.0,,,0.11811023609999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
1166,1166,4148,0,cultured freshwater pearl bear charm bracelet,TOUS,145.0,145.0,3,0,bracelets,beaded,1,['unknown'],0.7,silver,pearl,0.0,0.0,,,0.11811023609999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
1167,1167,1119,1,cultured freshwater pearl bracelet,TOUS,82.0,82.0,2,0,bracelets,wrap,1,['unknown'],7.0,yellow gold,pearl,18.0,0.0,,,0.393700787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
1168,1168,1121,1,cultured freshwater pearl bracelet,Chan Luu,190.0,190.0,3,0,bracelets,wrap,1,['button'],6.0,yellow gold,pearl,18.0,0.0,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1169,1169,1118,1,cultured freshwater pearl bracelet,TOUS,82.0,82.0,2,0,bracelets,beaded,1,['unknown'],7.0,yellow gold,pearl,18.0,0.0,,,0.393700787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
1170,1170,1120,1,cultured freshwater pearl bracelet,Chan Luu,75.0,75.0,2,0,bracelets,beaded,1,['button'],6.0,yellow gold,pearl,18.0,0.0,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1171,1171,1274,1,cultured freshwater pearl cluster clip-on earrings,Carolee,50.0,50.0,1,0,earrings,clip on,1,['unknown'],1.5,metal,pearl,0.0,0.0,,,0.1968503935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1172,1172,1095,1,cultured freshwater pearl cord bracelet & bear stud earrings set,TOUS,145.0,145.0,3,0,bracelets,wrap,1,['set'],0.5,stainless steel,pearl,0.0,0.0,,2.228169203286535,0.29527559025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
1173,1173,1094,1,cultured freshwater pearl cord bracelet & bear stud earrings set,TOUS,145.0,145.0,3,0,bracelets,charm,1,['set'],0.5,stainless steel,pearl,0.0,0.0,,2.228169203286535,0.29527559025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
1174,1174,1553,0,"cultured freshwater pearl double drop earrings in 14k yellow gold, 4.5mm????- 100% exclusive",Bloomingdale's,230.0,460.0,5,1,earrings,drop & chandelier,1,['drop'],2.25,yellow gold,pearl,14.0,0.0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1175,1175,4407,0,cultured freshwater pearl drop earrings - 100% exclusive,Bloomingdale's,77.0,154.0,3,1,earrings,"jacket, climber & cuff",1,['drop'],0.6,silver,pearl,0.0,0.0,,,0.35433070829999996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
